topic,group,author_id
Mainland Chinese,01160,1
Ldlha-Ibcsywa,01160,1
Thousand Foot Krutch,01160,5
U.S. Army Airborne,01160,4
Roxas Boulevard,01160,1
Millennials,01160,4
Foreign relations of Israel,01160,1
Wake Me Up When September Ends,01160,4
Brodus Clay,01160,1
"Sorry, Blame It on Me",01160,2
Karl Marx,01160,1
Ironic,01160,1
Bouncer,01160,8
Iranian Revolution,01160,1
World,01160,1
Rocket Man,01160,2
Bohemian Rhapsody,01160,12
Mitt Romney,01160,8
Chiquitita,01160,2
O' Holy Night,01160,1
Twiztid,01160,1
Jon Lajoie,01160,5
The Anthony Cumia Show,01160,2
Mass murder,01160,1
Dance With the Devil,01160,6
"Ready, Set, Fall!",01160,1
WDBJ,01160,1
Ananta Samakhom Throne Hall,01160,1
Defense Language Institute,01160,6
Gone,01160,2
Cloak and dagger,01160,1
Move,01160,2
Melanie Martinez,01160,6
Linguistics,01160,1
Comatose,01160,3
Anthony Cumia,01160,3
Eastern Europe,01160,1
Caucasian race,01160,6
Chris Farley,01160,6
Nach Scratch,01160,1
Game of Thrones,01160,23
Schism,01160,4
Where I Come From,01160,12
Cradle of Civilisation,01160,1
All The Rest,01160,1
Diver insignia,01160,3
The Black and Tans,01160,1
Racism in the United States,01160,1
Nicole Brewer,01161,1
Sex position,01161,1
From Can to Can’t,01161,1
Gerard Way,01161,1
Justin Baldoni,01161,1
Blooper,01161,25
Heart Attack Grill,01161,1
Emily Foxler,01161,1
Waiting for Superman,011610,1
Desire,011610,2
All Hands On Deck,011610,1
Drops of Jupiter,011610,2
Breakeven,011610,1
Give Me a Little More,011610,1
What About Now,011610,1
Drops of Jupiter (Tell Me),011610,2
Meg Myers,011610,2
All Hands on Deck,011610,1
Give a Little More,011610,1
Unwell,011610,1
Start of Something Good,011610,1
Between the Raindrops,011610,1
Linkin Park,011610,53
Clorox,011610,1
1st Special Forces Operational Detachment-Delta,011611,89
Maps,011611,3
Dan Nguyen,011611,1
Katherine Heigl,011611,1
Blind Dating,011611,1
Communist Party of Vietnam,011611,1
Westlife,011611,1
Overweight,011611,1
Maximiano de Sousa,011611,3
Romantic comedy,011611,1
Hoàng Thùy Linh,011611,1
Jelle Vossen,011611,1
Alyson Stoner,011611,2
The Jonathan Ross Show,011611,1
Mercedes-Benz Viano,011611,1
Saigon Broadcasting Television Network,011611,1
The Wheels on the Bus,011611,2
Open Road,011611,1
Hien Thuc,011611,1
Amira Willighagen,011611,1
Somewhere with You,011611,2
Us Against the World,011611,1
Tapas,011611,1
O mio babbino caro,011611,1
Spree Wilson,011612,1
Zepp,011612,1
Police radio,011612,1
Säkkijärven polkka,011612,1
Knights of Sidonia,011612,2
大石昌良,011612,1
Maji de Watashi ni Koi Shinasai!,011612,1
ワールドイズマイン,011612,1
君じゃなきゃダメみたい,011612,1
白い色は恋人の色,011612,1
Ace Combat 5: The Unsung War,011612,1
Leningrad Cowboys Go America,011612,1
Quantic Dream,011612,1
G Senjō no Maō,011612,1
Martin Taylor,011612,1
Walk,011612,1
Monthly Girls' Nozaki-kun,011612,1
The Legend of the Legendary Heroes,011612,1
Shikkoku no Sharnoth: What a Beautiful Tomorrow,011612,1
Muramasa,011612,1
Maaya Sakamoto,011612,1
The Spark,011612,1
Keiichi Suzuki,011612,1
Star Wars,011612,98
Betsy & Chris,011612,1
Leningrad Cowboys,011612,1
PelleK,011612,1
Elfen Lied,011612,1
Revolver Ocelot,011612,2
Let's Be Cops,011612,1
Tokyo subway sarin attack,011612,1
Cutie Honey,011612,1
色彩,011612,1
Brian Tyler,011612,1
Ponyo,011612,1
Full Metal Daemon: Muramasa,011612,1
The Expendables 3,011612,2
Baldr Sky,011612,1
Love Again,011612,1
Mahōtsukai no Yoru,011612,1
I Won’t Last a Day Without You,011612,1
Masayuki Suzuki,011612,1
Song for the Broken,011613,1
Like Vultures,011613,1
Heron Blue,011613,1
Stevie Stone,011613,1
Conquer Divide,011613,1
Sun Kil Moon,011613,1
Close Your Eyes,011613,1
Ice Cream Paint Job,011613,1
Love the Way You Lie,011613,2
2 Tone,011614,1
Lovers Who Wander,011614,1
Dare,011614,1
Sleeve,011614,1
Dashboard,011614,1
Punching power,011614,1
Kneeboard,011620,1
The F Word,011620,1
Weezer,011620,5
Out of My Way,011620,5
Runnin,011620,2
Kill Yourself,011620,1
Adam Lambert,011620,2
Polygraph,011620,4
Courtesy Call,011620,1
Blood Brothers,011620,1
Fire piston,011620,2
Everybody Get Dangerous,011620,1
Foundry,011620,4
The Trench,011620,1
Coilgun,011620,1
A Warrior's Call,011620,1
Smoke bomb,011620,7
Safe,011620,1
Smoke grenade,011620,2
That's My Kind of Night,011620,2
Kneeboarding,011620,1
Boondocks,011620,2
Collective Soul,011620,1
Hell on Wheels,011620,2
Oxyhydrogen,011620,1
Déjà vu,011620,2
Heaven nor Hell,011620,1
Banach–Tarski paradox,011620,2
Payday: The Heist,011620,1
Psylocke,011620,2
Lie detection,011620,3
Shine,011620,1
Blowgun,011620,2
Pirate Flag,011620,2
UFC Personal Trainer,0116210,2
Freeride,0116210,2
Female bodybuilding,0116210,2
"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers",0116210,1
Bantamweight,0116210,1
Millwright,0116210,1
Submission,0116210,1
In My Remains,0116210,1
Back for More,0116210,1
Soldier's Eyes,0116210,3
Pipeline transport,0116210,1
Matt Hughes,0116210,1
PCL Construction,0116210,1
Plumber,0116210,1
Turn the Page,0116210,6
Golden Gate Bridge,0116210,3
Bob Menendez,0116210,1
Ironworker,0116210,1
United Association,0116210,1
Death Before Dishonor,0116210,1
Pipefitter,0116210,1
May It Be,0116210,1
Hit the Floor,0116211,4
S.W.A.T.,0116211,1
I Won't Let Go,0116211,1
Diamond Eyes (Boom-Lay Boom-Lay Boom),0116211,2
Drinking water,0116211,1
Good Day to Die,0116211,3
Megalodon,0116211,2
Unknown Soldier,0116211,1
Never Surrender,0116211,5
Foot sweep,011622,1
Cut Her Off,011622,3
Collegiate wrestling moves,011622,2
I Dare You to Move,011622,1
Professional wrestling attacks,011622,1
Kevin Dresser,011622,1
Speedo,011622,1
100,011622,1
Inuksuk,011622,1
Destroy,011622,1
Slum Anthem,011622,1
Underhook,011622,2
Bring Me Down,011622,1
Dare You to Move,011622,1
Fireman's carry,011622,2
Eva Simons,0116230,1
Metasploit Project,0116230,1
Kyle Park,0116230,1
So Cold (The Good Wife trailer),0116230,1
Leavin' Stephenville,0116230,1
George Dillman,0116230,1
Brainwave entrainment,0116230,1
Breaking,0116230,1
Ben Cocks,0116230,1
Sunshine,0116230,1
Edwin Jarvis,0116231,1
Pelican Products,0116231,1
It'z Just What We Do,0116231,1
Castle Crashers,0116231,1
Truemove H,0116231,1
Nexus 5,0116231,1
Die Tryin',0116231,2
San Antonio Military Medical Center,01162320,1
Athletic trainer,01162320,1
Burn center,01162320,1
Center for the Intrepid,01162320,1
Special forces,01162320,211
Japanophile,01162321,1
Worship Jamz,01162321,1
Because He Lives (Amen),01162321,1
Popcorn Chicken,01162321,2
Alan Harper,011624,1
St. James Place,011624,1
Bullet Club,011624,1
Mr. Tinkertrain,011624,1
Blow Me Away,011624,9
Infrared sauna,011624,1
Aida Nikolaychuk,011624,2
The Elf on the Shelf,011624,2
Myelopathy,011624,1
Charlie Harper,011624,1
Nonpoint,011624,1
Sofia the First,011624,1
New Japan Pro Wrestling,011624,1
Let It Die,011624,1
Two and a Half Men,011624,1
Kinder Surprise,011624,5
Deon Cole,011624,1
Ax Men,0116250,1
Watch the Wind Blow By,0116250,1
Beautiful Mess,0116250,1
Flexible organic light-emitting diode,0116250,1
Follow Me,0116250,1
Maharshi Dayanand Saraswati University,0116250,1
USNS Grasp (T-ARS-51),0116250,1
Hugs (featuring Pharrell Williams),0116250,1
Stuff They Don't Want You To Know,0116250,1
Something Like That,0116250,1
The End of America,0116250,2
Executive order,0116250,1
Cephalopod attack,0116250,1
The Inauguration,01162510,1
Straight razor,01162510,1
Cédric Gracia,01162510,1
Rugby World Cup,01162510,1
Villa Del Refugio,01162511,1
Striking combination,01162511,1
Motivation,01162511,141
Dragon: The Bruce Lee Story,01162511,1
Money And The Power,0116260,1
"Officer Down Memorial Page, Inc.",0116260,2
German Air Force Regiment,0116260,1
I Am the Fire,0116260,1
Texas A&M Aggies football,0116260,2
I'm on Crack,0116260,1
Never Let Go,0116260,1
The Left Rights,0116260,1
Firefighter's helmet,0116260,2
National Fallen Firefighters Memorial,0116260,1
Money and the Power,0116260,1
Self-contained breathing apparatus,0116260,1
If I Could Be a Nigger for a Day...,0116261,3
Unthinkable,0116261,1
In Coon Town,0116261,1
Little Red Riding Hood,011630,1
Magpul PDR,011630,1
The Dukes of Hazzard,011630,1
The Fighter,011630,2
Theme from The Dukes of Hazzard (Good Ol' Boys),011630,1
Gumby,011630,1
Tonight We Dine in Hell,011630,1
United States Air Force Pararescue,011630,94
Red Tails,011630,5
Amnesty International,011630,1
If You Want Blood (You've Got It),011630,1
Constitutional Court of Romania,011630,1
Straight Outta Compton: 10th Anniversary Tribute,011630,1
Can't Be Tamed,011630,1
The General Lee,011630,1
Animal Mother,011630,1
Midnight Special,011630,1
Spetsnaz,011630,39
Until Dawn,011631,6
Church's Chicken,011631,1
Zach Ertz,011631,1
MD Helicopters MH-6 Little Bird,011631,5
Chip Kelly,011631,4
Myles Jack,011631,1
Jason Verrett,011631,1
"Vernon Hargreaves, III",011631,1
Half Baked,011631,1
Wayne Brady,011631,1
Darron Lee,011631,1
Malcolm Jenkins,011631,1
Hype man,011631,1
NFL Top 100,011631,1
Antonio Brown,011631,2
Marcell Dareus,011631,1
Connor Barwin,011631,1
Jigsaw,011631,2
Laquon Treadwell,011631,1
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,011631,1
Enhancement Smoker,011631,1
Reggie White,011631,1
I'm Gonna Git You Sucka,011631,1
Trevone Boykin,011631,1
2nd Commando Regiment,011631,11
Le'Veon Bell,011631,1
The Texas Chainsaw Massacre 2,011631,1
Clive Owen,011631,1
Body count,011631,1
Scooby Wright,011631,1
Columbidae,011631,1
Brian Dawkins,011631,2
Mutant Giant Spider Dog,011631,1
NES Zapper,011631,1
Identity document forgery,011631,2
Shadow Dancer,011631,1
Stanford Cardinal football,011631,2
Julian Edelman,011631,3
Cheyenne Mountain Air Force Station,011631,1
San Diego Chargers,011631,2
Can’t Sleep,011631,2
Special forces of Australia,011631,11
RoboCop,011631,4
William Fuller,011631,1
Glock Ges.m.b.H.,011631,3
Best Shot,0116320,1
We Bought a Zoo,0116320,1
People Help the People,0116320,1
Out of Mind,0116320,1
All Too Well,0116320,1
Girl Meets World,0116320,1
People Help The People,0116320,1
It's the Hard Knock Life,0116320,3
Carl Grimes,0116320,2
Another You (Another Way),0116320,1
Las Vegas Metropolitan Police Department,0116320,3
Lesson Number One,0116321,1
"Dude, You're Screwed",0116321,2
McDonald's #1 Store Museum,0116321,1
The Ultimate Fighter Nations: Canada vs. Australia,0116321,1
Sleepover,0116321,2
1985 GSX-R750,0116321,1
Ryan Bader,0116321,1
Cody Walker,0116321,1
Security checkpoint,0116321,3
H-Hour: World's Elite,0116321,3
Brian O'Conner,0116321,1
Inside MMA,0116321,1
Smirnoff,01163220,2
75th Ranger Regiment,01163220,72
Just a Friend,01163220,1
Biz Markie,01163220,1
United States Army Rangers,01163221,174
Tom Barrett,01163221,1
Where the Light Is,01163221,1
Babylon,01163221,1
Aluminium powder,0116330,1
Candy Shop,0116330,1
Paul Revere,0116330,1
Decaffeination,0116330,1
Kidd Kidd,0116330,1
D12,0116330,2
Jason Acuña,0116330,1
GM small-block engine,0116330,3
Inappropriate Comedy,0116330,1
Kiss My Country Ass,0116330,1
Molly,0116330,1
Auburn Tigers football,0116330,2
NY SAFE Act,0116330,2
Purple Pills,0116330,1
DJ Unk,0116330,1
General Lee,0116330,2
H. H. Holmes,0116330,2
Malcolm in the Middle,0116330,1
Nissan Prairie,0116330,1
Highway,0116330,1
Let's Roll,0116330,1
Good Time,0116330,1
Bryan Cranston,0116330,1
Mansions Of The Lord,0116331,1
Sniper,0116331,177
Ronan Tynan,0116331,1
Stillbirth,01164,1
Stabbing,01164,2
19 Kids and Counting,01164,2
Guce,01164,1
Toyota Aygo,01164,1
Cats & Dogs,01164,1
Joe Blow,01164,1
Lil Blood,01164,1
Twinkle Twinkle Little Star,01164,2
The Gap Band,01164,1
Outstanding,01164,1
J. Stalin,01164,1
Texas Giant,01164,1
Rahat Hossain,01164,1
Celtic Thunder: Christmas,011650,1
German battleship Scharnhorst,011650,1
Combat Veterans Motorcycle Association,011650,1
Shadows,011650,1
99 Problems,011650,2
A Place In The Choir,011650,1
Caledonia,011650,1
Barabbas,011650,2
Squidbillies,011650,1
Northrop P-61 Black Widow,011650,1
Judah Smith,011650,2
Farm truck,011650,1
Annie Oakley,011650,1
Christmas 1915,011650,1
Combat search and rescue,011650,48
Burning In the Skies,011651,1
Nagüabo,011651,1
Maná,011651,1
Pedro Capó,011651,1
Aguadilla,011651,2
K38 Water Safety,011651,2
Jessica Lynch,011651,3
Vivo,011651,1
Burning in the Skies,011651,1
Coast Guard Air Station Borinquen,011651,2
Butterfly loop,011651,1
Shadow of the Day,011651,1
Medic,011651,6
Hostage Rescue Team,011651,23
Depoe Bay,011651,1
Holmatro,011651,1
NuNca Imagine,011651,1
Semi-submersible,011651,1
Technical rescue,011651,1
Sea-Doo,011651,2
Bendita tu luz,011651,1
Lost in the Echo,011651,1
Coast Guard Air Station San Francisco,011651,2
Pegadito,011651,1
Amor Del Bueno,011651,1
NYX Cosmetics,011651,1
Tommy Torres,011651,1
German cruiser Deutschland,011660,1
Solo Display Team,011660,2
Afrojack,011660,4
Don Jackson,011660,1
Epiphany,011660,3
Donets Basin,011660,2
Los Angeles City Fire Department,011660,4
God Save the Queen,011660,1
K-391,011660,1
Radom Air Show,011660,1
SpongeBozz,011660,1
U.N.C.L.E.,011660,1
Digger,011660,1
Internal Troops of Russia,011660,1
Kustjägarna,011660,2
The Proms,011660,1
Monkey,011660,5
Type 10,011660,1
Erase My Scars,011660,13
Operation Cobra's Anger,011660,3
Arwen's Song (complete),011660,1
Kommando Spezialkräfte,011660,9
Dimitri Vegas & Like Mike,011660,3
SkyTeam,011660,1
Swiss Armed Forces,011660,2
Sleepsong,011660,1
Waco: The Rules of Engagement,011660,1
36 Crazyfists,011660,7
Boeing 757,011660,1
Tropical house,011660,3
Vocal trance,011660,1
Moped,011660,3
I'm on a Boat,011660,4
Baldwin IV of Jerusalem,011660,1
VFA-154,011660,2
Danish Defence,011660,2
EKO Cobra,011660,1
Simson,011660,1
American Airlines,011660,1
I Heard,011660,1
Képi Blanc,011660,1
Kingdom of Heaven,011660,1
Death notification,011660,1
Illenium,011660,7
707th Special Mission Battalion,011660,2
354th Fighter Squadron,011660,1
2013 European floods,011660,1
Guide dog,011660,1
The Hum,011660,1
Weightlessness,011660,1
United States Military Academy Cadet Glee Club,011660,3
Casualty notification,011660,2
NHL Winter Classic,011660,1
1492: Conquest of Paradise,011660,1
And did those feet in ancient time,011660,1
Jericho,011660,3
People's Army of Vietnam,011660,2
Medieval music,011660,2
The Hobbit: An Unexpected Journey,011660,1
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,011660,59
9/11 Tribute Center,011660,1
The Expendables,011660,2
Strategic Missile Troops,011660,1
Style & das Geld,011660,1
Merkava,011660,3
SWAT,011660,32
Challenger 1,011660,1
Challenger 2,011660,3
Evans Blue,011660,13
Part 5: The Sun's Gone Dim and the Sky's Turned Black,011660,1
Young Fathers,011660,1
Aragorn,011660,1
Numerical control,011660,1
French Army Special Forces Brigade,011660,1
World on Fire,011660,2
Let's Live For Today,011660,2
Waiting on a War,011660,7
Pornographic film,011660,2
On the Nature of Daylight,011660,1
Armoured train,011660,1
Tribute,011660,7
Crusaders of the Light,011660,1
Radio-controlled helicopter,011660,7
New Zealand Army,011660,10
Braken,011660,3
AMX Leclerc,011660,1
Cetus,011660,1
Haftbefehl,011660,1
French Armed Forces,011660,2
Lorn,011660,1
Strategic bomber,011660,2
Swiss Air Force,011660,3
"I Vow to Thee, My Country",011660,1
Troopers,011660,1
John Cena,011660,16
Mia Magma,011660,1
JATO,011660,1
End of Watch,011660,7
Outro,011660,1
Globus,011660,2
Brandenburg-class frigate,011660,1
Mansions of the Lord,011660,4
Rick tha Rular,011660,1
Iron Cross,011660,1
Véhicule blindé de combat d'infanterie,011660,1
From the sky,011660,1
Reduced gravity aircraft,011660,1
Gendarmery,011660,1
Zero Gravity Corporation,011660,1
Dimitri Vegas,011660,3
Wood,011660,6
Bots,011660,1
Gregorian,011660,1
Present Trauma,011660,2
May It Be (feat. Tara Scammel),011660,1
Invictus Theme,011660,1
Tristam,011660,3
Aziz Shavershian,011660,3
Ibiza Lounge,011660,2
Braveheart,011660,3
"Seedorf, Lower Saxony",011660,1
Business,011660,6
Tel Aviv,011660,1
Ambulance,011660,5
Powerwolf,011660,1
The Lonely Island,011660,8
Run This Town,011660,3
2S25 Sprut-SD,011660,1
Old Glory,011660,1
Brazilian Air Force,011660,4
Why Does My Heart Feel So Bad?,011660,4
Sukhoi PAK FA,011660,4
Non-combatant evacuation operation,011660,3
NYSE:CYH,011660,1
168th Air Refueling Wing,011660,1
Why Does My Heart,011660,4
Chabos wissen wer der Babo ist (Instrumental),011660,1
FTS,011660,1
Spring Break Anthem,011660,2
Tupolev Tu-160,011660,1
Halo 3,011660,12
Stine Grove,011660,1
Macklemore &  Ryan Lewis,011660,9
Can't Hold Us,011660,3
1492 Conquest of Paradise,011660,1
Waco siege,011660,2
Jóhann Jóhannsson,011660,2
German Navy,011660,4
Royal Danish Air Force,011660,1
Conquest of Paradise,011660,1
Wyatt Earth,011660,1
Good Kill,011660,2
I Just Had Sex,011660,1
The Last Knights,011660,1
1st Commando Regiment,011660,3
ZDFneo,011660,1
SWAT vehicle,011660,1
Max Richter,011660,1
Dubstep,011661,26
Rameses B,011661,1
DJ mix,011661,11
Porcelain,011661,1
West Point Cadet Chapel,01170,1
So You Think You Can Dance,01170,3
Chandler Center for the Arts,01170,1
Niue,01170,1
Gathering of Nations,01170,1
Swinomish people,01170,1
Ward,01170,1
Round dance,01170,1
Ma'Asoama,01170,1
Cimarron Firearms,01170,1
Pipe band,01170,3
Sylvanus Thayer Award,01170,1
Navajo Nation,01170,2
Valley Forge Military Academy and College,01170,1
Arorae,01170,1
Handball,01170,1
Navy Midshipmen men's lacrosse,01170,2
"Fort McDowell, Arizona",01170,1
Army Black Knights men's basketball,01170,1
Lee Corso,01170,1
Heart of Dallas Bowl,01170,1
Diver propulsion vehicle,01170,3
CCNA,01170,3
Networking hardware,01170,1
Florida Army National Guard,01170,3
Wake Forest Demon Deacons football,01170,1
Netgear WNR3500L,01170,1
Army Black Knights men's lacrosse,01170,2
Riverside Military Academy,01170,1
Sioux,01170,3
Last First Kiss,01170,1
College GameDay (Football),01170,1
Mexico–United States border,01170,2
Edith Bolling Galt Wilson,01170,1
Actuator,01170,1
Tongan Language,01170,1
Deniece Williams,01170,1
Samoa,01170,1
Temple Square,01170,1
Mike Krzyzewski,01170,1
Sprint football,01170,2
Indoor Obstacle Course Test,01170,2
Coast Salish peoples,01170,1
Deer hunting,01170,8
Lou Uo Moni,01170,1
Stickwitu,01170,2
Xtreme,01170,1
Woodrow Wilson,01170,1
Cumbia,01170,4
Fork Union Military Academy,01170,1
Silly,01170,1
Francis Resta,01170,1
Le Régiment de Sambre et Meuse,01170,1
Kumbia Kings,01170,2
United States Military Academy Preparatory School,01170,2
Jostens,01170,1
Onion Lake Cree Nation,01170,1
Apache,01170,1
Bone fracture,01170,2
The Ebonys,01170,1
Recruiting,01170,1
Xavier Moss,01170,1
Northern Cree,01170,1
Idle No More,01170,2
Ty,01170,1
Joakim Noah,01170,1
The Annoying Orange,01170,1
Freshwater fish,01170,1
My Crasy Life,01170,1
Tao,01170,1
Laughing Samoans,01170,1
You're the Reason Why,01170,1
Fish fillet,01170,1
Susan,01170,1
Mescalero,01170,1
Tú y yo,01170,1
James & Ernie,01170,1
10th Mountain Division,01170,17
Every Time I Close My Eyes,01170,1
Samoans,01170,1
Network switch,01170,1
The Green Inferno,01170,2
60 Minutes Sports,01170,2
River Monsters,01170,3
Trophy Point,01170,1
Marcus Dixon,01170,1
New York Red Bulls,01170,1
Organ,01170,9
Tug of war,01170,2
Tú y Yo,01170,1
Shawn Farrell,01170,1
Combined Joint Task Force – Horn of Africa,01170,2
Te Extraño,01170,1
Pima people,01170,1
Ten Gentlemen from West Point,01170,1
Information technology specialist,01170,2
James J. Gibson,01170,1
Tahiti,01170,1
Résumé,01170,2
North Texas Mean Green football,01170,1
Eddie Griffin,01170,2
I Wanna Be in the Cavalry,01170,1
Subnetwork,01170,1
Thalía,01170,1
Ancient Warriors,01170,2
Children's literature,01170,1
New York Knicks,01170,1
Royal Military Academy Sandhurst,01170,2
Wireless router,01170,1
Bonriki International Airport,01170,1
Spawnbreezie,01170,1
Omicron Delta Kappa,01170,1
Academy,01170,1
Sandhurst Competition,01170,2
Pillow fight,01170,1
Drive Me Crazy,01170,1
Prince Albert,01170,1
Lin-Manuel Miranda,01170,2
Maoli,01170,1
Drums,01170,37
First Nations,01170,1
ProCurve,01170,1
Utah Army National Guard,01170,2
New York Military Academy,01170,1
Dixie's Land,01170,1
Duke Blue Devils football,01170,1
Singapore Armed Forces Parachute Team,01170,2
San Carlos Apache Indian Reservation,01170,1
"Norman Schwarzkopf, Jr.",01170,1
Pieter T,01170,1
Babyface,01170,1
Im in Love (feat. Celle),01170,1
Alma mater,01170,1
Patriot League,01170,1
Drua,01170,1
Richard G. Scott,01170,1
Kiribati,01170,1
Study Group International,01170,1
John F. Kennedy School of Government,01170,1
Maureen O'Hara,01170,1
Fillet,01170,1
N.O.R.E.,01170,1
Southern Man,01170,1
Tofiga Fepulea'i,01170,1
Primitive skills,01170,1
Mas Maiz,01170,1
Special English,01170,1
Corb Lund and the Hurtin' Albertans,01170,2
Kumeyaay people,01170,1
Al-Rastan,01171,1
United States Army Vietnam,01171,2
Homs Governorate,01171,1
Final Fantasy XI,01171,2
First Bank of Nigeria,01171,1
First lieutenant,01171,1
Faisal al-Qassem,01171,1
Clint Lorance,01171,1
Christianity in Israel,01171,1
Will Bailey,01171,1
Alonzo Cushing,01171,1
Daraa,01171,1
Fuji News Network,01171,1
Mustafa Tlass,01171,1
The West Wing,01171,1
Defection,01171,1
Cockatoo,011710,2
The Night,011710,1
John Hagee,011710,1
LifeChurch.tv,011710,1
Sean Kingston,011710,2
Gz and Hustlas,011710,1
Asking Too Much,011710,1
B.Y.O.B.,011710,1
Dillon Chase,011710,1
Country Boy,011710,2
Welcome to the End,011710,1
Ride With Me,011710,1
Great Dane,011710,1
White cockatoo,011710,1
Canada goose,011710,1
Armenians,011710,1
Decyfer Down,011710,1
Winds of Change,011710,1
300 Violin Orchestra,011710,4
Sly Cooper: Thieves in Time,011711,1
Jorge Quintero,011711,3
America: The Story of Us,011711,1
Brazilian hair straightening,011711,1
Blimey Cow,011711,1
Thomas J. Bergersen,011711,1
Beautiful Things,011711,1
Flag carrier,011711,1
Les Misérables,011711,1
Sly Cooper,011711,1
Windfall,011711,1
Wolf Blood,011711,1
Space music,011711,1
TheFatRat,011711,2
I Am Not Alone,011711,1
Kingwood Park High School,011711,1
Final Frontier,011711,1
Halo 4 Original Soundtrack,011711,1
Auto show,011712,2
Cara Delevingne,011712,1
Michael J. Fox,011712,2
Jack-Jack Attack,011712,1
Rowan Atkinson,011712,1
Sam Rockwell,011712,1
Evan Baxter,011712,1
Robert Lewandowski,011712,1
Maturity,011712,1
Jack Dishel,011712,1
Dove,011712,1
Moto G,011712,1
The Stanley Parable,011712,3
Ultimate Iron Man,011712,1
Rowan Atkinson Live!,011712,1
International Motor Show Germany,011712,1
Learn to Fly,011712,2
The Incredibles,011712,1
Speedcubing,011712,1
Elgato,011712,1
Whistling,011712,1
Falkland Islands,01172,1
Tax resistance,01172,1
Japanese yen,01172,1
Plan,01172,1
Cabinet of Egypt,01172,1
Occupy Los Angeles,01172,1
Ministry of Defence,01172,1
GRITtv,01172,1
Barney Frank,01172,2
Barack Obama,01172,115
Claire McCaskill,01172,1
Cato Corporation,01172,1
Economic development,01172,1
China–Japan relations,01172,1
Grover Norquist,01172,1
Robert Kagan,01172,1
Fiscal conservatism,01172,1
2015 Union budget of India,01172,1
Think tank,01172,1
John Stossel,01172,1
Colleen Hanabusa,01172,1
Green Party of the United States,01172,2
Buck McKeon,01172,1
Military budget of the People's Republic of China,01172,1
Lawrence Korb,01172,1
Call of Duty: Experience 2011,011720,1
I Am Second,011720,5
Type 38 rifle,011720,1
RÜFÜS,011720,1
Club Paradise,011720,1
Liam Hemsworth,011720,1
Trailer,011720,157
Greg Laurie,011720,2
Tunnel Vision,011720,1
Elea,011720,1
The Hunger Games: Catching Fire,011720,1
Theme from Mission: Impossible,011721,1
scikit-learn,011721,1
Machine learning,011721,1
Police Story,011721,1
Computational thinking,011721,1
Rohan,011721,1
One Ring,011721,2
Gondor,011721,1
Sauron,011721,1
Tear Drop,011721,1
SciPy,011721,1
The Well-Tempered Clavier,011721,1
The Piano Guys,011721,11
"The Well-Tempered Clavier, Book I: Prelude and Fugue no. 1 in C major, BWV 846",011721,1
I Got a Name,011721,2
Swift Silent Deadly,011721,2
Teardrop,011721,1
Malajube,011721,1
T.A.M.I. Show,011721,1
Montréal -40°C,011721,1
Mission Impossible,011721,1
The 33,011721,1
Meat chop,0118,1
BMX XXX,0118,1
Me haces falta,0118,1
Dancing on My Own,0118,1
Disaster response,0118,1
Orange chicken,0118,1
Me Haces Falta,0118,1
Tostones,0118,1
Facade,0118,1
Robyn,0118,1
Steppenwolf,011800,5
Hail the Apocalypse,011800,1
South by Southwest,011800,1
Helicopter rotor,011800,1
Grove St. Party (feat. Kebo Gotti),011800,1
Duncan Trussell,011800,2
Constitutional Carry,011800,2
Break Up in a Small Town,011800,4
The Obama Deception,011800,1
Lil Herb,011800,6
Always on Time (feat. Ashanti),011800,1
40-yard dash,011800,2
Overseer,011800,1
The midnight ride of Paul Revere,011800,2
Delayed onset muscle soreness,011800,2
Free Bird,011800,4
NFL scouting combine,011800,3
Supernatural,011800,6
Efforts to impeach Barack Obama,011800,1
Vastus medialis,011800,1
Christian values,011800,1
Lil Dicky,011800,17
Kung Fu Panda,011800,2
AR-AB,011800,1
James David Manning,011800,4
Knockin' on Heaven's Door,011800,4
Stretching,011800,14
Jeffrey Meldrum,011800,1
Motorcycle stunt riding,011800,8
Work motivation,011800,3
David Duke,011800,2
Always on Time,011800,1
Paradise City,011800,4
Craig Campbell,011800,3
Knee,011800,3
Friday,011800,6
Marques Houston,011800,1
West Virginia University,011800,2
Kingsford,011800,1
Mosquito Aviation XE,011800,1
Ashanti,011800,4
Oogway,011800,1
Joel Skousen,011800,1
Cassidy,011800,3
Harney County,011800,1
Whatever She's Got,011800,1
Next Friday,011800,2
Into the Wild,011800,2
Ja Rule,011800,3
Ted Ray,011800,1
Aversions Crown,011800,1
Barely Political,011800,6
Burns,011800,1
Read Your Mind,011800,2
Endurance,011800,1
Vincent Valentine,011800,1
False flag,011800,3
Triceps brachii muscle,011800,10
Neako,011800,1
Sprained ankle,011800,1
Break Up In A Small Town,011800,4
Steve Smith,011800,2
Robert David Steele,011800,1
Midnight Ride,011800,2
Renacer,011800,1
Fall of the Republic,011800,1
American Dad!,011800,7
MonsterQuest,011800,1
Amazon River,011800,1
Crash My Party,011800,2
Dan Bongino,011800,1
Jensen Ackles,011800,2
No Love,011800,3
Grove St. Party,011800,1
Blitz Brigade,011800,1
Ebro Darden,011800,4
Chevy Woods,011800,1
