topic,group,author_id
I'll Be Good,02101,1
Cars 3,02101,1
Star Wars: Episode VIII,02101,6
OWSLA,02101,1
Convair XFY Pogo,02101,1
Medium Extended Air Defense System,02101,1
Lloyd Banks,02101,3
Barbershop,02101,2
Rosalina,02101,1
Best Friend,02101,8
Submarine,02101,57
Got Your Money,02101,1
Guardians of the Galaxy,02101,10
Chadwick Boseman,02101,1
Deep Web,02101,6
Samurai Jack,02101,1
Hovercraft,02101,25
United States Army Africa,02101,7
Kumamoto Prefecture,02101,2
Gay pride,02101,2
Legacy,02101,3
Birdman,02101,3
Point Break,02101,4
Rheinmetall,02101,1
Darth Maul,02101,10
Adam vs. Eve,02101,2
Ancient technology,02101,2
King Louie,02101,1
Fredo Santana,02101,3
Where I'm At,02101,1
The Hills,02101,12
Landing Craft Air Cushion,02101,20
A.K.A. Jessica Jones,02101,3
Play Hard,02101,4
Ol' Dirty Bastard,02101,1
Breezy Lovejoy,02101,3
The Amazing Spider-Man 3,02101,4
Axwell Λ Ingrosso,02101,1
AGM-176 Griffin,02101,1
Power Rangers,02101,6
Agent Carter,02101,1
Robot Tank,02101,1
"South Side, Chicago",02101,1
Iron Fist,02101,1
Ella Henderson,02101,3
FIFA,02101,12
Reusable launch system,02101,1
Toronto Raptors,02101,2
Howling Commandos,02101,1
Avalon Airport,02102,1
Maritime patrol aircraft,02102,2
VP-5,02102,1
Dubai Airshow,02102,1
Spokane International Airport,02102,1
RAF Waddington,02102,2
Naval Air Systems Command,02102,1
Air Defense Identification Zone,02102,1
Boeing Field,02102,1
Anti-submarine weapon,02102,1
INS Rajali,02102,1
Jennifer Love Hewitt,021030,1
Video editing,021030,1
Mobile content,021030,1
Christopher Gartin,021030,1
Katie,021030,1
In the Army Now,021030,2
Puckapunyal,021030,1
Sale el Sol,021030,1
Finn Carter,021030,1
Tremors,021030,1
AN/TWQ-1 Avenger,021030,1
Objection (tango),021030,1
BareNaked,021030,1
United States Under Secretary of the Army,021030,1
Love Will Show You Everything,021030,1
Tremors 3: Back to Perfection,021030,1
Objection (Tango),021030,1
Hummer H1,021030,2
Bad Boys,021030,1
Love Songs,021030,1
If You Had My Love,021030,1
Tremors 2: Aftershocks,021030,1
Addicted to You,021030,1
Gang bang,021030,1
November 29,021030,1
What the Hell,021030,3
In The Army Now,021030,2
Wray,021030,1
McDonnell Douglas F-15E Strike Eagle,021030,23
Battle of the Coral Sea,021030,1
What The Hell,021030,3
Sale el sol,021030,1
Fürstenau,021030,1
M777 howitzer,0210310,35
M198 howitzer,0210310,2
HIMARS,0210310,26
United States Armed Forces,0210310,168
Rocket artillery,0210310,1
Rock Island Arsenal,0210310,1
11th Marine Regiment,0210310,2
BAE Systems,0210310,2
Fire for effect,0210310,1
Croatia,0210311,1
Junction,0210311,1
Immediate Response 2008,0210311,1
Vilseck,0210311,1
Selfless service,0210311,3
Team building,0210311,1
Latvians,0210311,1
Unmanned aerial vehicle,0210312,84
Sean Stackley,0210312,1
John Quincy Adams,0210312,1
Collateral damage,0210312,1
Talia Castellano,021040,1
Perfume,021040,2
Erika Jayne,021040,1
Olay,021040,1
Palette,021040,1
Talking Heads,021040,1
Paris Hilton,021040,2
Isotretinoin,021040,1
Estée Lauder Companies,021040,1
Xeroderma,021040,2
This Must Be the Place (Naive Melody),021040,1
Eyes Lips Face,021040,3
Katharine Blake,021040,1
North Atlantic Treaty Organization (NATO),021040,37
Fort Indiantown Gap,021040,5
Escape to the Country,021040,1
Verbum caro,021040,1
The Trews,021040,2
Advent calendar,021040,1
Mediæval Bæbes,021040,1
Mascara,021040,4
Lighting,021040,6
Leaflet,021040,3
Influenster,021040,1
Flyer,021040,3
Lush,021040,2
Hard Candy,021040,2
Military of Bulgaria,021040,5
Mississippi Army National Guard,021040,6
Kat Von D,021040,1
Little Round Top,021040,1
Amazon.com,021040,5
Republic of Korea Marine Corps,021040,21
Army and Navy Academy,021040,4
Love?,021040,1
The Navigators,021040,4
California Army National Guard,021040,13
Christine Daaé,021040,1
Iced tea,021040,1
Seasons in the Sun,021040,2
Andersen Air Force Base B-2 accident,021040,4
Ghosts of Gettysburg,021040,1
Makeup Artist,021040,1
Charlotte Tilbury,021040,1
Nick Marsh,021040,1
Dermis,021040,1
Dawes,021040,1
Wayne Goss,021040,1
A Little Bit of Everything,021040,1
Benefit Cosmetics,021040,1
The Real Housewives of Beverly Hills,021040,1
Mikhail Baryshnikov,021040,1
Drugstore,021040,1
Jeffree Star,021040,4
"Fort Bliss, Texas",021040,4
Wicked,021040,2
Truth or Dare by Madonna,021040,1
Glow by JLo,021040,1
Nail buffing,021040,1
Mine countermeasures vessel,0210410,5
Sikorsky HH-60 Pave Hawk,0210410,25
USS Arizona,0210410,6
Forward Operating Base Robinson,0210410,1
Air assault,0210410,35
Robins Air Force Base,0210410,3
Joint POW/MIA Accounting Command,0210410,3
82nd Airborne Division Artillery,0210410,6
Gunner,0210410,1
USS Utah (BB-31),0210410,5
National Guard of the United States,0210410,91
Route clearance,0210410,9
Eielson Air Force Base,0210410,1
Armed Forces Day,0210410,2
Kirtland Air Force Base,0210410,5
Colorado Army National Guard,0210410,2
Military of Estonia,0210410,1
Bulgarian Air Force,0210410,1
Canada's role in the Afghanistan War,0210410,1
Selfridge Air National Guard Base,0210410,3
10th Marine Regiment,0210410,2
Crew-served weapon,0210410,4
Chocolate Mountains,0210410,4
Tal Afar,02104110,5
McDonnell Douglas F-15 Eagle,02104110,50
HMM-265,02104110,1
M119 howitzer,02104110,24
McChord Air Force Base,02104110,11
Minnesota National Guard,02104110,2
Sikorsky UH-60 Black Hawk,02104110,43
Novo Selo Range,02104110,5
H. L. Hunley,02104110,1
Nevada National Guard,02104110,5
Black Forest Fire,02104110,1
USS Spruance (DDG-111),02104110,7
Seymour Johnson Air Force Base,02104110,13
Yakima Training Center,02104111,1
Ādaži Municipality,02104111,5
8th Cavalry Regiment,02104111,5
Ty Carter,02104111,2
Minute Man National Historical Park,02104111,1
12th Combat Aviation Brigade,02104111,6
Ādaži,02104111,5
Yuma Proving Ground,02104111,4
14th Cavalry Regiment,02104111,2
Howitzer,02104111,35
Al-Bukamal,02104111,6
Camp Shelby,02104111,6
Italian Air Force,02104111,6
Explosive Ordnance Disposal Badge,0210412,30
Standard diving dress,0210412,1
Diving suit,0210412,1
Mobile Riverine Force,0210420,1
Live fire exercise,0210420,69
Brown-water navy,0210420,1
The Twilight Saga,0210421,1
Twilight,0210421,1
USS San Antonio (LPD-17),0210421,10
Anti-Personnel Obstacle Breaching System,0210421,1
Solder,0210422,6
Zee News,0210422,1
Laying,0210422,1
Bell V-280 Valor,0211000,1
Aleppo,0211000,4
Syrian Army,0211000,13
Denel Rooivalk,0211001,1
Aero Spacelines,0211001,1
Northrop Grumman X-47B,0211001,18
Rockwell B-1 Lancer,0211001,25
L118 light gun,0211001,2
Northrop Grumman B-2 Spirit,0211001,17
Rocket launcher,0211001,1
Multiple rocket launcher,0211001,1
Lockheed AC-130,0211001,30
M109 howitzer,0211001,9
Haubits FH77,0211001,1
Desert Tactical Arms Stealth Recon Scout,0211001,1
Joint Unmanned Combat Air Systems,0211001,4
Anti-tank warfare,021101,6
Bell AH-1 Cobra,021101,21
M270 Multiple Launch Rocket System,021101,7
Rheinmetall KZO,021101,2
Stryker,021101,18
Utility helicopter,021101,11
VTOL,021101,7
Anti-tank missile,021101,7
High-speed craft,021101,1
Gunship,021101,25
Main battle tank,021101,17
Bomber,021101,34
M1128 Mobile Gun System,021101,9
Armoured vehicle-launched bridge,021101,3
M60 AVLB,021101,2
Saab JAS 39 Gripen,021101,6
JCB HMEE,021101,1
Tear the Roof Up,021110,1
Leopard 2,021110,8
Stephan Winkelmann,021110,1
Boeing B-52 Stratofortress,021110,32
Mercedes-Benz E-Class,021110,2
Infanterist der Zukunft,021110,1
Stereo Express,021110,1
Paul Kalkbrenner,021110,1
Eunectes murinus,021110,1
Faithless,021110,1
Military exercise,021110,27
Milk & Sugar,021110,1
Lee-Cabrera,021110,1
Laser Weapon System,021110,14
Attack helicopter,021110,25
Roy English,021110,1
Andrewboy,021110,1
Cool,021110,1
German Defence Force,021110,17
Tomcraft,021110,1
María Márquez,021110,1
Nächstbereichschutzsystem MANTIS,021110,1
"2nd Battalion, Royal Australian Regiment",021111,1
Tarinkot,021111,1
Boeing AH-64 Apache,021111,55
Bell UH-1Y Venom,021111,23
Tube Snake Boogie,0212,1
Something in Your Mouth,0212,1
Gotta Be Somebody,0212,6
S.E.X.,0212,1
I'd Come For You,0212,3
Far Away,0212,10
When We Stand Together,0212,5
"Cut, copy, and paste",0212,1
Sharp Dressed Man,0212,1
Sessions@AOL,0212,1
Next Contestant,0212,1
The inaugural address,0212,1
Figured You Out,0212,3
Buffalo Soldiers,022,1
History of American football,022,1
Portal,022,3
DeAndre Hopkins,022,2
Kamikaze,022,1
StarCraft II: Heart of the Swarm,022,3
Firefighter,022,38
Antwerp,022,1
Ian Bremmer,022,1
Middle East,022,1
Roger Wicker,022,2
Baldwin Hills,022,1
Battle of Athens,022,1
South China Sea,022,19
DARPA,022,5
TCU Horned Frogs football,022,3
Helmand River,022,3
Scene,022,5
Korean Demilitarized Zone,022,3
Flags of Our Fathers,022,5
"Embassy of Sudan in Washington, D.C.",022,1
Daigo Saito,022,1
War Horse,022,2
Spartan army,022,3
Siege of Kobanî,022,1
T. J. Yates,022,1
Origins of the Cold War,022,1
Parable of the Good Samaritan,022,2
Tarawa,022,3
S-300,022,2
The Band Perry,022,5
StarCraft II: Wings of Liberty,022,7
Offensive on Mariupol,022,1
Stuxnet,022,1
Japan,022,17
Torture,022,7
Demilitarized zone,022,4
Bellator MMA,022,1
Flypast,022,11
Hannibal,022,1
Panther,022,1
Boeing CH-47 Chinook,022,45
Katt Williams: The Pimp Chronicles: Pt. 1,022,1
Mariupol,022,2
Combat Vehicle 90,022,9
Interstate 880,022,1
United States invasion of Panama,022,6
Universal Camouflage Pattern,022,3
Motorcycle club,022,1
Botswana Defence Force,022,1
Black Panther Party,022,4
Catapult,022,2
Bank robbery,022,1
Spring Valley High School,022,1
Electronic Arts,022,4
Alex Gibney,022,1
Red Bull Drifting World Championship,022,1
Contact sport,022,1
Hungnam,022,4
Athens,022,1
DJ Drama,022,1
Missile,022,40
The Battle of the Somme,022,1
Microburst,022,1
Martin Riggs,022,2
Exoskeleton,022,1
Kick,022,4
Mafia,022,4
Shell,022,1
Gmina Gruta,022,1
Mass Effect,022,9
Dottie Peoples,022,1
Ship,022,36
British Royal Family,022,1
Aviation accident or incident,022,11
Ia Drang Valley,022,2
Phalanx CIWS,022,15
Police brutality,022,9
Air burst,022,2
College football,022,10
Quarterback scramble,022,1
American Dream,022,3
Chornukhyne,022,1
Prince Ea,022,10
Korean People's Army,022,4
National Football League playoffs,022,3
Yemen,022,9
United States Ambassador to Korea,022,2
If I Die Young,022,5
Century ride,022,1
Operation Steel Curtain,022,2
Texas State Guard,022,5
2002 Jalandhar MiG-21 crash,022,1
President of the United States,022,67
Film Riot,022,1
The Free State of Jones,022,2
R'ha,022,1
Cypres,022,2
Future Integrated Soldier Technology,022,1
Threesome,022,3
Mazda RX-7,022,4
BGM-71 TOW,022,16
Camp Ethan Allen Training Site,022,3
Jay Ajayi,022,1
Test tube,022,1
Boeing Chinook,022,2
Chicago Mass Choir,022,1
National Institute of Standards and Technology,022,2
God Can,022,1
World Hip Hop Dance Championship,022,3
Azov Battalion,022,4
War on Drugs,022,4
Collapse of the World Trade Center,022,2
Stereotypes of Americans,022,1
Bala Murghab,022,3
Campagna T-Rex,022,2
Naval Infantry,022,6
Inside Edition,022,3
Mountjoy Prison helicopter escape,022,1
Roger Murtaugh,022,1
Marine Combat Instructor of Water Survival,022,6
Hannibal – Rome's Worst Nightmare,022,1
Kostiantynivka,022,1
The Bourne Legacy,022,1
Performance,022,6
Narendra Modi,022,2
Banzai charge,022,3
RT,022,3
Dan Cramer,022,1
2 World Trade Center,022,1
Grumman F-14 Tomcat,022,27
Oldies,022,3
Aero-X,022,1
LSU Tigers football,022,5
Luhansk,022,1
Tafheet,022,1
Darrelle Revis,022,1
Segodnya,022,1
Futenma Mcas Airport,022,1
BBC News Online,022,2
2014 Russian military intervention in Ukraine,022,4
Knifehand strike,022,2
Mark Lippert,022,2
Field goal,022,2
Computer icon,022,1
South Dakota State Jackrabbits,022,1
Super Bowl XLIX,022,8
Malcolm Butler,022,3
Second Battle of Donetsk Airport,022,1
South Dakota State Jackrabbits football,022,1
Space warfare,022,3
Whirlpool,022,1
Turkey,022,9
Military parade,022,34
Mikoyan MiG-29,022,10
Wildfire,022,8
Scots Guards,022,2
Plant,022,2
Evil,022,1
VlogBrothers,022,6
Rich Gang: Tha Tour Pt. 1,022,1
The Heist,022,2
Streetfighter,022,2
Ryan Tuerck,022,2
Fury in the Pacific,022,3
Center peel,022,1
Randy Bullock,022,1
The Man in the High Castle,022,1
Krampus,022,1
Skyline,022,1
New Black Panther Party,022,1
With the Marines at Tarawa,022,4
Prophecy,022,4
Russia,022,29
Bang Bus,022,1
Mass Effect 3,022,6
Republican Party,022,14
Paintball,022,33
Right Sector,022,2
World language,022,1
Powered exoskeleton,022,2
Charging the mound,022,1
Peleliu,022,2
Iraqi Police,022,2
Katt Williams,022,7
RPG-29,022,1
Philippine Marine Corps,022,22
Oil platform,022,2
Milwaukee,022,2
NBA 2K13,022,1
Russian mafia,022,1
Block party,022,1
Arkansas Razorbacks football,022,3
Libya,022,3
Snowden,022,3
Crips,022,3
Baton Rouge,022,1
Geology,02300,1
Hydrogeology,02300,1
Lowry Air Force Base,02300,1
Fisher House Foundation,02300,1
La Quinta Inns & Suites,02300,1
Headstone,02300,1
171st Air Refueling Wing,02300,1
Alamo Mission in San Antonio,02300,1
Vacation rental,02300,1
149th Fighter Wing,02300,1
Coin ceremony,02300,1
The Shops at La Cantera,02300,1
Jackie Speier,02300,1
Lowry,02300,1
Texas Air National Guard,02300,1
Country Inns & Suites,02300,1
SeaWorld San Antonio,02300,1
Northside Independent School District,02300,1
Joint Base San Antonio,02300,2
USS Klakring (FFG-42),02301,1
Stephen W. Groves,02301,1
Atlantic Beach,02301,1
Filipino American,02301,2
USS Stephen W. Groves,02301,1
Cross Keys High School,02301,1
USS Arlington (LPD-24),02301,2
USS McInerney (FFG-8),02301,1
USS Gettysburg (CG-64),02301,1
I Still Ain't Over You,02301,1
"Mayport, Florida",02301,1
USS Samuel B. Roberts,02301,1
Asbestos,02301,1
Ander Crenshaw,02301,1
USS The Sullivans (DDG-68),02301,1
Real Estate,02301,3
Glenn Nye,02301,1
Augustana,02301,1
Mesothelioma,02301,2
Transformer,02310,4
Phoenix Lights,02310,1
Lun-class ekranoplan,02310,1
North American F-86D Sabre,02310,2
NATO Days in Ostrava,02310,2
Project Blue Book,02310,1
Buffalo Wild Wings Bowl,02310,1
Firefighting,02310,3
Nuclear War,02310,1
Air Force Association,02310,3
Cloaking device,02310,1
Roblox,02310,14
Hybrid airship,02310,1
RD-180,02310,1
Air Force Fire Protection Badge,02310,3
Next-Generation Bomber,02310,1
Weighted Airman Promotion System,02310,9
Major general,02310,1
1996 Croatia USAF CT-43 crash,02310,1
Planets beyond Neptune,02310,4
Lockheed Martin P-791,02310,1
L. Fletcher Prouty,02310,1
Cargo aircraft,02310,5
1994 Fairchild Air Force Base B-52 crash,02310,1
Disneyland Paris,02310,1
Experimental Aircraft Association,02310,2
Cluster munition,02310,1
Mirage,02310,2
Wohl mir dass ich Jesum habe,02310,2
Ravi Zacharias,02310,4
International Championship of Collegiate A Cappella,02310,1
United Kingdom Ministry of Defence,02310,1
Long Range Strike Bomber,02310,2
AC motor,02310,1
Air Force Cyber Command (Provisional),02310,2
Bombing of Iraq,02310,1
Swedish Air Force,02310,1
Claude Debussy,02310,1
Groom Lake,02310,1
Pratt & Whitney J57,02310,1
Bob Hoover,02310,4
National Museum of the United States Air Force,02310,7
Aerial warfare,02310,3
Martha McSally,02310,2
Air racing,02310,5
Ground attack aircraft,02310,1
VC-137C SAM 26000,02310,1
Space diving,02310,2
The Fight for the Sky,02310,2
Boeing B-47 Stratojet,02310,1
ADM-160 MALD,02310,1
Rocket engine,02310,1
Operation Looking Glass,02310,1
AGM-158 JASSM,02310,2
Ground effect vehicle,02310,1
Boeing 747-8,02310,2
Northrop Grumman E-8 Joint STARS,02310,1
James A. Cody,02310,2
Robin Olds,02310,1
Hill Air Force Base,02310,3
Holloman High Speed Test Track,02310,1
La mer,02310,1
B61 nuclear bomb,02310,1
Manned Orbiting Laboratory,02310,1
Korea,02310,6
119th Wing,023100,1
Meet in the Middle,023100,1
Guided by Voices,023100,1
Boxer,023100,2
Too Much Fun,023100,1
Red Flag – Alaska,023100,4
Tram,023100,1
Headline,023100,1
2d Bomb Wing,023100,1
Redbone,023100,8
She's All I Got,023100,1
Christmas and holiday season,023100,2
F. E. Warren Air Force Base,023100,4
Fixed-gear bicycle,023100,2
Barksdale Air Force Base,023100,6
No Country for Old Men,023100,2
Hurricane Hunters,023100,5
Air Force Safety Center,023100,2
Hypoxia,023100,2
John Swihart,023100,1
Southeast Botanical Gardens,023100,1
Diamond Rio,023100,3
Joshua Sweeney,023100,1
SeaNanners,023100,3
Gaspar Noé,023100,1
Major Payne,023100,3
Pitch Perfect 2,023100,2
The Mother,023100,1
The Rat,023100,1
William D. Swenson,023100,4
Boeing F/A-18E/F Super Hornet,023100,42
Pogs,023100,3
Uruk-hai,023100,1
129th Rescue Wing,023100,4
Gameplay,023100,76
"My Neck, My Back",023100,1
Tracy Byrd,023100,1
Watermelon Crawl,023100,1
I'll Make You Feel Good,023100,1
Barstarzz,023100,2
Moody Air Force Base,023100,4
North Dakota Air National Guard,023100,2
Mel McDaniel,023100,2
Skechers,023100,2
Sophie Simmons,023100,1
Sport stacking,023100,2
The Walkmen,023100,2
I'm from the Country,023100,1
Arctic Thunder Air Show,023100,7
Leroy Petry,023100,3
Come and Get Your Love,023100,5
I'm From the Country,023100,1
Aeromedical Evacuation,023100,2
Don't Take Her She's All I Got,023100,1
Aviano Air Base,023100,7
I'm in a Hurry (And Don't Know Why),023100,1
Guillaume Néry,023100,1
Pure Imagination,023100,3
Trouble in Terrorist Town,023100,1
I'm In A Hurry (And I Don't Know Why),023100,1
Ted Mosby,023100,1
The Hidden,023100,4
The Fratellis,023100,2
Lucky,023100,1
Cat training,023100,1
Tim Shieff,023100,2
Altitude training,023100,1
Louisiana Saturday Night,023100,2
Insitu,023100,1
Vomiting,023100,2
Daryle Singletary,023100,1
Aerial port squadron,023100,1
Master Chief Petty Officer of the Coast Guard,023100,2
Maryland Air National Guard,023100,1
Glad Girls,023100,1
Chelsea Dagger,023100,2
Call of Duty: Finest Hour,023100,1
Wii,023100,1
Mountain Dew,023100,5
Adam Montoya,023100,1
Kiss Me,023100,2
Little Texas,023100,1
Law Enforcement Detachments,023100,1
God Blessed Texas,023100,1
Goldspot,023100,1
Pogue,023100,1
Yellow,023100,2
Gunner's mate,023100,5
Federal Protective Service,023101,1
Manhattan,023101,2
Professional Footballers' Association,023101,1
"Intelligence, surveillance, target acquisition, and reconnaissance",023101,4
Perfluoroether,023101,1
Hatzalah,023101,1
Pennzoil-Quaker State,023101,1
Lockheed Martin F-35 Lightning II,023101,92
Scores,023101,1
Boston Emergency Medical Services,023101,1
Patrolling,023101,1
LAPD Air Support Division,023101,1
New York City Police Department Auxiliary Police,023101,1
Argentine Federal Police,023101,1
Federal Signal Corporation,023101,1
Airlift,023101,2
FMA IA 63 Pampa,023101,1
Volk Field Air National Guard Base,023101,1
Los Angeles School Police Department,023101,1
Al Udeid Air Base,023101,5
New York City Police Department Emergency Service Unit,023101,1
Dogs in warfare,0231020,41
Landing zone,0231020,1
Military camp,0231020,1
Tommy Clowers,0231020,1
Alter-G,0231020,1
Marine Corps Air Station New River,0231021,1
Blue Angels,0231021,42
University of South Florida,023103,1
War on Terrorism,023103,1
Lloyd Austin,023103,1
379th Air Expeditionary Wing,023103,2
WMNF,023103,1
Chemical weapon,023103,1
United States Air Forces Central Command,023103,3
Djibouti,023103,3
Combat Logistics Battalion 24,0231040,2
USS Gunston Hall (LSD-44),0231040,1
VMM-261,0231040,1
USS Iwo Jima (LPH-2),0231040,1
USS Nassau (LHA-4),0231040,2
Kuwait,0231040,1
Shoaib Akhtar,0231041,1
Misbah-ul-Haq,0231041,1
Amphibious assault ship,0231041,20
FR-V,0231041,1
West Indies cricket team,0231041,1
22nd Marine Expeditionary Unit,0231041,7
932d Airlift Wing,023110,1
302d Airlift Wing,023110,1
349th Air Mobility Wing,023110,1
433d Airlift Wing,023110,1
Redoubt,023110,1
307th Bomb Wing,023110,1
March Air Reserve Base,023110,4
Fourth Air Force,023110,1
442nd Fighter Wing,023110,1
Yankee Air Museum,023110,1
Douglas C-124 Globemaster II,023110,1
WMGT-TV,023110,1
James Traficant,023110,1
Air Mobility Rodeo,023110,2
Washington State Fair,023110,1
Homestead Air Reserve Base,023110,1
HLN,023110,5
Boeing KC-97 Stratotanker,023110,1
Fair,023110,1
Dallas Seavey,023110,1
Jet car,023110,1
15th Expeditionary Mobility Task Force,023110,3
315th Airlift Wing,023110,1
934th Airlift Wing,023110,2
Air battle manager,023110,2
Boeing C-97 Stratofreighter,023110,1
High tech,023110,1
Niagara Falls Air Reserve Station,023110,1
94th Airlift Wing,023111,1
Electronic flight bag,023111,1
Flight bag,023111,1
Air Education and Training Command,023111,2
Carlos Mencia,023111,2
Dobbins Air Reserve Base,023111,4
60th Air Mobility Wing,023111,1
Learjet 35,023111,1
Lockheed C-141 Starlifter,023111,1
Travis Air Force Base,023111,3
375th Air Mobility Wing,023111,2
Pratt & Whitney R-4360 Wasp Major,023111,1
621st Contingency Response Wing,023111,1
Boeing 377,023111,1
Boeing E-6 Mercury,023111,1
Air Mobility Command,023111,4
48th Fighter Wing,0231120,1
Arsenal,0231120,1
Pope Field,0231120,1
Maxwell Air Force Base,0231120,2
North Dakota,0231120,1
Hoyt Vandenberg,0231120,1
Fresno Air National Guard Base,0231121,1
Plant 42,0231121,1
Dissimilar air combat training,0231121,1
173d Fighter Wing,0231121,2
129th Rescue Squadron,0231121,1
Palmdale,0231121,1
Bangladesh Air Force,0231130,1
106th Rescue Wing,0231130,2
Fairchild Republic A-10 Thunderbolt II,0231130,67
Gravity knife,0231130,1
Mil Mi-17,0231130,2
Eurocopter EC725,0231130,1
Buck Knives,0231130,1
Douglas A-1 Skyraider,0231130,1
Sikorsky S-92,0231130,1
Sikorsky S-97 Raider,0231130,1
Air,0231130,1
Exercise Real Thaw,0231130,1
Cannon Air Force Base,0231131,1
Conflict management,0231131,1
RAF Mildenhall,0231131,1
Sikorsky MH-53,0231131,4
Hôtel Montana,0231131,1
Bob Hope Airport,02311320,1
HMH-461,02311320,2
Port Columbus International Airport,02311320,1
Rotorfest,02311320,1
Helicopter,023113210,146
8th Marine Regiment,023113210,1
26th Marine Regiment,023113210,1
Air-cushioned landing craft,023113211,1
Infestation: Survivor Stories,023113211,1
VMM-266,023113211,3
Aerial refueling,0231133,63
Koi no Vacance,0231133,1
Michael B. Donley,0231133,1
Mike Turner,0231133,1
Morgue,0231133,1
恋のバカンス,0231133,1
920th Rescue Wing,0231134,4
Fort Hunter Liggett,0231134,1
Thetford Forest,0231134,1
Otis Air National Guard Base,0231134,1
Patrick Air Force Base,0231134,2
Turboshaft,0231134,1
Bede BD-5,023120,1
Mount Clemens,023120,1
Republic F-84F Thunderstreak,023120,1
LTV A-7 Corsair II,023120,2
Mark Hackel,023120,1
Cessna A-37 Dragonfly,023120,1
71st Fighter Squadron,023120,1
Michigan Air National Guard,023120,1
STARBASE,023120,1
Lake St. Clair,023120,1
Northrop F-89 Scorpion,023120,1
Thomas Selfridge,023120,1
High Alpha Research Vehicle,023120,1
2012 World Series,023120,1
North Korea–United States relations,023121,2
The Relaxation Response,023121,1
Stan Jonathan,023121,1
Mel Bridgman,023121,1
Anne Frank: The Whole Story,023121,1
Terry O'Reilly,023121,1
Anne Frank,023121,1
Car seat,023121,1
Amon Goeth,023121,1
John Wensink,023121,1
Moldova,023121,1
Relaxation technique,023121,1
Tupolev Tu-95,023121,1
The Flowers of War,023121,1
J. Geils,023121,1
Chinese intelligence operations in the United States,023121,1
The J. Geils Band,023121,1
André Dupont,023121,1
Anne Frank House,023121,1
"Daniel S. Peña, Sr.",023121,2
Herbert Benson,023121,1
Gas pistol,0231220,1
Solo Türk,0231220,1
67th Fighter Squadron,0231220,1
University of Defence,0231220,1
Jack Savoretti,0231220,1
44th Fighter Squadron,0231220,1
Czech Air Force,0231220,1
Martin Šonka,0231220,1
Budget sequestration in 2013,0231221,4
Eighth Air Force Museum,0231221,2
David Vitter,0231221,1
Bossier City,0231221,1
Shreveport,0231221,1
John Fleming,0231221,1
Space Shuttle Atlantis,0231221,1
Fighter aircraft,02312220,86
Boeing 777X,02312220,1
Bermuda,02312220,1
General Dynamics F-16 Fighting Falcon,023122210,67
Colt Delta Elite,023122210,1
Youngstown-Warren Regional Airport,023122211,1
HMAS Melbourne (R21),023122211,1
Colorado Air National Guard,023122211,1
Wüschheim,02312222,1
Idaho Air National Guard,02312222,1
Air Support Operations Center,02312222,1
Automatic dependent surveillance-broadcast,0231230,1
Embraer Phenom 300,0231230,1
Patriots Jet Team,0231230,1
F,0231230,1
Baltimore–Washington International Airport,0231230,1
Greenwood Lake Airport,0231230,1
Al Fursan,0231230,1
Split S,0231230,1
Wings and Wheels,0231230,1
Hartsfield–Jackson Atlanta International Airport,0231230,1
Aircraft,0231231,102
Volkel Air Base,0231231,1
Leader Development and Assessment Course,0231231,2
116th Cavalry Brigade Combat Team,0231231,1
"New City, New Drama",023130,1
16th Combat Aviation Brigade,023130,1
69,023130,1
First Family of the United States,023130,1
Edwin Hodge,023130,1
Todd Gurley,023130,1
Miramar,023130,4
Flying Leatherneck Aviation Museum,023131,1
KFMB-TV,023131,1
Jason Ellis,023131,1
Marine Aviation Logistics Squadron 11,023131,1
Antonio Banderas,023131,1
VMFAT-101,023131,2
Earth Day,023131,1
Asian American,023131,1
San Marcos,023131,1
The Jason Ellis Show,023131,1
Robosaurus,023131,1
Douglas F3D Skyknight,023131,1
Asian Pacific American Heritage Month,023131,1
Leatherneck,023131,1
HMH-465,023131,2
Water police,023131,1
Labor Day (US),023132,1
Air show,023132,60
Leo Loudenslager,023132,1
Gee Bee Model R,023132,1
Wing walking,023132,1
Sean D. Tucker,023132,2
Aviat Eagle II,023132,1
Manfred von Richthofen,023132,2
British Aerospace Sea Harrier,023132,1
Lockheed CP-140 Aurora,023132,1
Gene Soucy,023132,1
Shockwave,023132,2
Warbird,023132,2
Collings Foundation,023132,1
"Miramar, Goa",023133,2
Operation Secure Tomorrow,023133,1
Fusilier,023133,1
Naval Air Station Joint Reserve Base Willow Grove,023133,1
Lockheed S-3 Viking,023133,2
Kaneohe,023133,2
"Miramar, Havana",023133,2
Regional Command Southwest,023133,1
3rd Assault Amphibian Battalion,023133,3
Burundi,023133,1
"Miramar, New Zealand",023133,2
Command element,023133,3
Miramar Entertainment Park,023133,2
Marine Corps Air Station Kaneohe Bay,023134,1
First Lady,023134,1
Interstate H-3,023134,1
Kauapea Beach,023134,1
McGuire Air Force Base,023140,1
Joint Base McGuire-Dix-Lakehurst,023140,3
De-ice,023140,1
Boeing KC-135 Stratotanker,023140,33
Warren Grove,023140,1
Interceptor,023140,3
108th Wing,023140,1
ASOS.com,023140,1
Joint Base McGuire–Dix–Lakehurst,023141,2
Joint Base Andrews,023141,6
WCCO-TV,023141,1
Rockford Air show,023141,2
Jason Line,023141,1
Rockford,023141,1
Lieutenant Colonel,023141,1
Cheyenne Frontier Days Arena,023141,1
Maika Monroe,023141,1
Cheyenne,023141,1
